Age Rating,Label,Rating,Number of Descriptions,Descriptions
age 5+,Positive Role Models,1,22,"Papa Smurf is the leader of everyone in the Smurf village. He can be gruff and i; Lamput is often smart and escapes, but not at a cost of hurting other people.; Shaun is mischievous; the llamas are mean, and the farmer is pretty clueless.; Each member of the 7D has unique a skill, but they all play a role in the team's; Mitchell is the kind of teen who will do anything to get out of work, whether it; Tom and Jerry are skilled schemers and adept at feigning innocence so as to avoi; On the whole the Shopkins are friendly, inclusive, and curious, which leads to m; The characters demonstrate repeatedly that they're good friends.; Pigs and birds have an antagonistic relationship marked by kidnapping attempts o; Sharko is the model of devotion to Marina, acting as her protector and her frien; A teenage Pink Panther strives for perpetual fun, sometimes to the detriment of; Although they're prone to mischief, Phineas and Ferb are upbeat and good-hea; Characters are mischievous and get into some mildly naughty situations, but they; Bernard's curious and adventurous nature leads him into some sticky situations,; The title says it all with regard to Henry's chronically bad behavior, and his p; Each character is flawed in their own way, especially the members of the police; Dennis' curiosity and interest in the world around him may be seen as a positive; The cast has a tight friendship. Scooby does his best to protect Scrappy and pla; Most characters -- both heroes and villains -- are portrayed very stereotypicall; Tom and Jerry are very competitive and vindictive, often baiting each other with; Characters are politically incorrect and stereotypical by today's standards, and; Clever Felix always manages to escape the nefarious plots of his adversary, but"
age 5+,Positive Role Models,0,3,Buster demonstrates compassion and curiosity on his travels.; No description found; No description found
age 5+,Positive Messages,4,28,"The show is set in the future and talks about climate change through a hopeful l; Teamwork is an important part of problem-solving skills. Be clear and specific w; Overcoming perfectionism, the magic of holidays comes in the imperfections, the; The show is highly imaginative, emphasizing the power of bringing one's imaginat; Teamwork is important, and the three friends call it out frequently as they ask; Sometimes things are hard, but it's easier when you have a bestie to support you; Follow your dreams to unlock your destiny. Teamwork makes the dream work.; Communication is key. Health is a priority, and there's lots to learn about it.; Teamwork, courage, curiosity, and family bonds are the big messages here; Shaun'; Follow your dreams. Choose collaboration over competition. Persevere to overcome; Positive themes of persevering to follow a dream, getting along with people who; Sema and her friends exemplify teamwork and courage as they work to solve proble; Kids see the human and dragon characters help others in big and small ways, from; Contains messages about adapting to changes in healthy (and sometimes creative); Big questions are investigated on this thoughtful show, encouraging viewers to r; Nancy's quest to make fancy everything and everyone around her brightens their w; Special abilities come with special responsibilities. Helping others is always t; Introduces STEM concepts in engaging, somewhat quirky stories with simple plots; The characters' experiences emphasize the value of curiosity, taking chances; The characters in the new areas are always welcoming towards Hogie and his frien; Kids see fearless Rapunzel take matters into her own hands and embark on a quest; The Lalaloopsies are forever discovering new talents and recognizing their frien; Elena's journey from princess to queen involves many mistakes, but she always tu; Kion and his friends take responsibility for their roles as guardians of the Pri; Rainbow Brite sees potential for good in every situation and every person, which; Compassion and communication are major themes. Kids see a group of friends tackl; The characters on Ruby Gloom love each other and accept their differences. They&; The series promotes positive relationships with friends and family, in addition"
age 5+,Positive Messages,5,17,"While the overarching topic of each episode is a technology-based problem, just; Teamwork makes the dream work. Families come in all shapes and sizes. Home is wh; Each story illustrates how the characters overcome challenges and achieve signif; The show states that it promotes ""managing emotions, resilience, and optimism,""; It's good to give to others. Think positively to make the most out of a bad situ; Healthy emotional expression helps you cope with difficult scenarios and maintai; Strong themes of courage and determination in the Dragon Riders' efforts to save; Kids see the value of curiosity and of asking questions as doing so opens learni; Contains lots of positive messages about different people and places from all ov; Kids see that Molly is an active member of her community and an independent, res; Strong messages of courage and compassion. Adventures illustrate lessons about v; Kids see Rescue Bots learn important lessons in honesty, humility, self-control,; Kids see a small act of generosity by children inspire an entire town to reconsi; Kids see Pablo process complicated emotions through his artwork. As he visits hi; Kids see Vee adjust to life in a new place with the help and support of her loya; Dot's curiosity leads her to new experiences that teach her something import; Storylines illustrate positive ways to express feelings and show caring for othe"
age 5+,Positive Messages,2,28,"Work hard toward your goals. The best adventures start with friendship.; Christmas traditions that include all members of the family are most beloved. Br; Teamwork makes the dream work. Think outside of the box.; It's important to work together as a team. You can accomplish anything if you ha; Teamwork can help us reach goals. Things have a way of turning out better than w; Be on your best behavior. Be good. Open your heart to help people. Do good deeds; It's important to not take yourself too seriously; sometimes you need to be sill; The importance of friendship, teamwork, adventure, and creativity are highlighte; The importance of friendship, teamwork, adventure, and creativity are highlighte; Some positive messages around friendship and curiosity, but they get away with n; Mixed messages. Bheem is kind and curious, but he's also a bit mischievous. Ther; Kids see cat characters jump to help their animal friends with troubles they exp; Barbie and her sisters are very close and enjoy spending time together. Their ad; The characters' adventures are meant to be fantastical, but they're also rooted; Characters don't give up, are inclusive, and support one another.; Sisters lean on each other for help and guidance, especially when Elsa's powers; Kids see Blinky Bill use his imagination to create adventures for himself and hi; Mischievous acts can lead to major problems; both Shaun and the llamas play a pa; Good continually gets the better of evil in this tug-of-war, thanks to Penny's b; Good forces battle evil for the protection of their home, and it's easy to d; Characters learn gentle lessons about fixing the mistakes they make.; Friendship and loyalty are the the keys to success, and the bad guys never trium; The series recreated classic fairytales from all over the world, which usually h; The Popples are friendly and jump at any opportunity to help each other or their; The series features supportive friends and encourages persistence, but there are; The series is about family, and highlights the family values of the time it was; Lots of silly antics, but the focus is on family and friendship.; Very mixed; Popeye is a good guy, but even though he eats his spinach, he has so"
age 5+,Positive Messages,3,83,"Stories encourage children to be kind, compassionate and respectful of all creat; It's always important to be kind to others. Being your best self, is always the; Barbie and Brooklyn believe in themselves and each other. There's an ongoing the; Friendship and teamwork can create magic. Try your best to achieve your goals, a; The special puts a positive emphasis on the different ways that each pony celebr; Teamwork isn't easy, but it's worth it. Different kinds of people (and vehicles); Exposes kids to other cultures and another language such as Spanish. Also addres; It's okay to be afraid of new experiences -- just know that it will be okay.; Respect those with knowledge. Family and community are to be valued.; Teamwork, compassion, and understanding and acceptance of differences are the ma; Always have your best friend's back. You can accomplish tasks with teamwork.; Never give up on your dreams. Hard work pays off.; Positive messages around teamwork, kindness, courage, and doing the right thing.; Educational lessons, teamwork, and STEM are all themes. The importance of findin; Sharing is caring. A friend -- even an animal friend -- can help someone get thr; Although the Ghost Club is usually called in because of a ghostly disturbance, t; Storyline emphasizes generosity and taking care of pets.; Viewers see Olaf's curiosity guide his journey of self-discovery, and he overcom; Friendship is a reciprocal relationship; sometimes it requires you to make a sac; Themes include being yourself, friendship, not giving up, and pursuing your drea; Recurring themes of friendship and teamwork. Shaun challenges stereotypes by cha; Themes include family, friendship, problem solving, and the love of learning.; Friendship, family, nature, and ensuring the well-being of animals are all theme; Kids see Archibald approach new experiences with enthusiasm and curiosity, which; Characters address conflicts with kindness and honesty. Themes include admitting; Kids see world from bugs' point of view and watch as Spider, Fly, and Worm tackl; Each story has a clear message about embracing individuality, respecting differe; Kids see that even when something seems inexplicable, it usually has a very logi; Family, friendship, and growing up are major themes.; The friendship between a boy and his pets are central to the show. Family is imp; Curiosity pays dividends for the Floogals, who learn all kinds of interesting th; Positive examples of family relationships. Vic's parents are affectionate an; Curiosity and teamwork are major themes. The characters' experiences show ki; Good and evil are easy to distinguish, and the bad guys are more comical than th; Kids see five very different girls forge a close friendship that benefits each o; Heidi's life hasn't been easy, but she maintains a cheerful disposition that ins; A diverse group of characters uses teamwork and collaborative thinking skills to; Learning about space is fun; team work, cooperation important.; The characters present young viewers with projects that they can replicate at ho; Every story shows kids that actions sometimes have unintended consequences, even; Every episode includes a moral related to the value of friendship, compassion, a; WordGirl and her friends fight crime and spread vocabulary lessons to those who; The show is more about having fun than teaching lessons, but the main characters; Bernard has a childlike enthusiasm about going to new places and experiencing ne; Casper’s kindly nature leads him to help others in many different ways. He’s a l; There's always a message in VeggieTales productions -- they're all about; Girls try to help other people.; The plot of each episode features a socioemotional skill, like being a good team; Heroes use words to solve problems whenever possible; characters work to overcom; Teaches kids about other cultures and languages. Themes include communication an; Jacob passes on good lessons about honesty and standing up for yourself.; Jasper's curiosity inspires his adventures, and he never shies away from an; Responsibilites are often both challenging and rewarding.; These are folk tales -- everyone isn't always nice to one another, but the wicke; These pups stick together no matter what, learning lessons about friendship, coo; This series was designed to offer a more racially diverse cast of fairy-tale cha; The show strongly promotes curiosity, experimentation, and learning about scienc; Good, if not powerful. Believe in yourself is the usual message. Arabs are portr; Lessons about getting along with others, good manners, friendship, etc.; General messages of being responsible, keeping your word, etc.; Duvall shares her love of reading with her young viewers -- encouraging them to; A main female character owns and ably runs her own company and is a devoted sing; The group often refers to the importance of teamwork in solving crimes and overc; The series features quality storytelling laced with lessons in honesty, kindness; Cavin and the Gummis bridge an ancient gap between their two species through fri; Good messages about teamwork. The villains are snobby and manipulative, but thei; The show pokes gentle fun at spy movie tropes like elaborate but ill-fated schem; Each episode ends with Inspector Gadget and Penny highlighting a lesson about pe; Positive virtues such as loyalty and friendship are emphasized.; The show teaches viewers that having a big heart is more important than having a; Hero characters attempt to protect their world without hurting others -- even ev; Good always triumphs, and the villains never achieve their evil dreams -- but do; The Teen Angels appear to travel the country doing good for no reward, and they'; Good always triumphs over evil -- and the Blue Falcon has a remarkable tolerance; Encourages making the best of a bad situation and using science and creativity t; Heroes problem-solve and work together to save the world from evil. The few fema; Pebbles and her friends never give up, even when their initial efforts to achiev; Good, in the form of meddling teenagers, invariably triumphs over mild evil.; Working together is the key to stopping villains and saving the world. Negative; The gang values teamwork. perseverance and friendship, and Scooby and Shaggy usu; The Pink Panther has a big heart and always has the best intentions.; Yogi's always getting into trouble, but he never gets away with it.; Gumby and his friends are always willing to help a fellow creature in need -- ma"
age 5+,Positive Messages,1,17,"Friends help friends. Be yourself and good things will happen. Help one another.; This show focuses on presenting stories that are fun and funny, and so espousing; The gray creatures try to work together, but they never succeed.; Good and evil are easy to distinguish, even though the bad guys are more comical; There's little reality to the stories set in a high school teeming with mysterie; The main characters' relationship is the perfect example of how friends shouldn'; Kids see the characters' friendly actions toward one another and the good-na; This show is all about fun, putting the characters in ridiculous predicaments th; The shorts aren't out to promote anything but frivolous laughs, but they excel i; The show offers little in the way of meaningful content, but the relationship be; The series makes light of personality clashes between acquaintances and offers n; Kids see Henry throw tantrums over minor inconveniences such as going shopping f; Despite the wacky scenarios they put him through, Officer Piquel develops a deep; Some mixed messages. Dennis and his crew sometimes fight bad guys. But he is als; The gang wants to solve creepy mysteries because it helps people, and because it; Yes, it's all in fun, but Tom and Jerry do promote unhealthy competition and pok; The show presents good and evil in very simplistic terms and always gives Felix"
age 5+,Positive Messages,0,24,"Due to the extremely short nature of the episodes, there's usually only time for; Racial stereotypes are confusing.; Diversity is a theme throughout Buster's sojourns. But the animated female chara; The show's main characters are all white, with the exception of Scooby, a canine; No description found; Not strong on promoting good social behavior, but Buzz believes in justice.; Characters frequently hit one another in anger. It's cartoon violence, but nothi; Offbeat family dynamics. The son is more mature than his father, a wife browbeat; Lots of fighting betwen characters, but most of it is played for cartoon humor.; The male characters are dumb and miss obvious clues. The female characters, main; The ""bad guys"" never succeed, but the two groups of kids are constantl; No description found; In the Marmaduke cartoons, the mayhem invariably results not from bad intentions; The bad guys aren't every bad, and the good guys aren't very good. Several chara; Villains (who are often stereotypically foreign) are inevitably captured and pun; Hong Kong Phooey never improves, realizes that he's incompetent, or credits his; The bad guys (who are fairly stereotypical cartoon villains, often with indeterm; Some slight stereotyping reflects the show's original early-'70s era. Bu; Characters poke fun at each other and sometimes insinuate that they're stupid, b; The wolf never gets to eat the lamb. The villain never stops the hot air balloon; Heroes work as a team to fight villains. But no female or minority representatio; As the good guy, Atom Ant always wins out. But secondary accompanying cartoon sh; There's certainly no intentional social message here, but the ""good guy; Plenty of now-dated stereotypes: A sidekick character speaks in parody of a Mexi"
age 5+,Educational Value,3,19,"Children will learn about animals, the planet, and how to be more eco-friendly.; Great social-emotional lessons. Introduces the idea of being an introvert, copin; Lots of social-emotional learning, as well as some light science, like learning; Chinese words and phrases are used sporadically. Positive messages are promoted.; Viewers can learn about Mexican culture and some Spanish vocabulary.; The show mentions lots of academic topics like world history, trigonometry, and; It answers questions about going to space in ways that children can understand.; Chldren are taught about the history of some of the more culturaly diverse neigh; Stillwater teaches Michael, Addy, and Karl useful techniques for coping with dif; Characters teach positive social lessons.; Elinor and her friends learn by asking questions about the things they don’t kno; The series offers some details about different countries, states, cultures, and; Nancy's unreserved self-expression reminds kids that it's important to be true t; Stories center on basic STEM concepts like role of earthworms in a healthy ecosy; The show encourages kids' emotional awareness and exposes them to the challe; Science and space are discussed on a preschool level.; The show demonstrates craft and cooking projects kids can do mostly on their own; The show -- which is based on a series of fun and educational books -- encourage; The show encourages literacy by adapting children's picture books into narrated"
age 5+,Educational Value,4,11,"Each episode identifies an online and in-person problem and resolves it using te; The show's curriculum applies STEM (science, technology, engineering, and math); Teaches about Arbor Day and the importance of trees using observation and other; Teaches about Christmas gift giver traditions around the world like Tio de Nadal; Educates by exposure rather than direct instruction, letting viewers see and hea; This series is an excellent tool for introducing or expanding on scientific conc; The clear goal of this series is to teach viewers about the world around them. I; Dot shows kids how technology can be used as an effective learning tool. The ser; Viewers see the characters use their knowledge of math, an awareness of biodiver; The series exposes grade-schoolers to sophisticated words and their definitions,; Teaches about various aspects of Cree First Nation culture. Each episode teaches"
age 5+,Educational Value,1,24,"Because characters don't speak, viewers must discern the plot from their actions; Business majors won't learn much, but kids may grasp a lesson or two on business; The Looney Builders have to use executive function skills such as organization,; Chimps in the zoo use sign language to communicate with everyone.; Some lessons about social-emotional skills.; Viewers may be introduced to a handful of Walt Disney classics for the first tim; Similar to Sharkdog, Max, his two best friends, and Sharkdog embark on an advent; Not a lot of emphasis on educational content here. There are examples of social; Max, sometimes alongside his two best friends, regularly embarks on different ad; Some introduction to Makar Sankranti festival, but without dialogue to explain i; Intended to entertain rather than to educate, but the characters shed light on b; Viewers can take some very simple truths from elements of some of the stories an; Kids will see some aspects of life in the frontier west depicted.; Kids see the characters solve problems in creative ways using their skills with; Although a country is never specified, the show exposes viewers to various Latin; Kids learn some about the sights and sounds of the savannah and garner basic kno; Characters learn some basic lessons, but overall the show is intended to enterta; The show takes a unique approach to exposing viewers to common human practices,; Social-emotional lessons can be learned from each episode.; Some of the stories are set in locations around the world; others place the char; Strong messages about friendship and standing up for what's good and right.; The show's setting changes often, reflecting the topography, architecture, a; There’s nothing educational about the show, but it does incorporate life lessons; Kids learn that working together pays off and that it doesn't pay off to be"
age 5+,Educational Value,0,68,"No description found; No description found; No description found; The show is entertaining, but doesn't aim to educate.; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; Intended to entertain rather than educate.; The story’s focus is on entertaining rather than educating, but it does expose v; The series intends to entertain rather than to educate.; The show intends to entertain rather than to educate.; The series intends to entertain rather than to educate.; No description found; The show intends to entertain rather than to educate.; No description found; The show intends to entertain rather than to educate.; The show intends to entertain rather than to educate.; The show intends to entertain rather than to educate.; The show intends to entertain rather than to educate.; The show intends to entertain rather than to educate.; No description found; The show intends to entertain rather than to educate, but there are positive mes; This series intends to entertain, not educate.; While this story doesn't set out to educate per se, it does touch on the origins; The show intends to entertain rather than to educate.; It entertains more than educates.; The show intends to entertain rather than to educate, but it does make a point o; The show intends to entertain rather than to educate.; No description found; No description found; The show intends to entertain rather than to educate.; The show intends to entertain rather than to educate.; The show intends to entertain rather than to educate.; This show intends to entertain rather than to educate.; The show intends to entertain rather than to educate.; The series intends to entertain rather than to educate.; The show intends to entertain rather than to educate.; The show intends to entertain rather than to educate.; The show intends to entertain rather than to educate.; The show aims to entertain rather than to educate.; The show is intended to entertain, not educate, though there are some subtle mes; The show intends to entertain rather than to educate.; The show intends to entertain rather than educate.; No description found; The show is focused on entertainment, not education.; No description found; No description found; Kids can get a mild understanding of how a police force works, but that's about; The show in meant to entertain rather than educate.; The show intends to entertain rather than to educate.; The series is intended to entertain, but kids might be inspired to read the book; No description found; Even for the early '70s, this depiction of prehistoric times is remarkably i; You won't find any curriculum or thoughtful lessons here, but it's very entertai; Observant kids may learn that there is a book called Gulliver's Travels.; No description found; No description found; No description found; No description found; No description found; For every educational lesson Gumby teaches (It's too cold on the moon for Ea"
age 5+,Educational Value,2,20,"Some good social-emotional lessons, but may be lost amongst all the holiday exci; All of Baymax's health and medical advice is legit and helpful to characters.; Viewers will learn about the importance of working together and perseverance.; Lots of helpful social-emotional lessons about how to deal with emotions, teamwo; The main character, Dug, is a dog who's curious about the world around him, whic; Subtle science, technology, engineering, arts, and math (STEAM) lessons and lots; Socio-emotional lessons are offered about trying new things, perseverance, and l; Each episode has a social-emotional lesson that older Cedric shares with his dau; Series primarily intends to entertain, but does include some content that teache; The Rescue Bots' adventures teach viewers the value of self-confidence, teamwork; References to school projects and historical moments. Problem-solving skills are; It teaches about the importance of having rules, the consequences of one’s actio; The show introduces certain aspects of human behavior and the purposes of everyd; Characters must solve problems as a group, and teamwork proves invaluable in tha; The show focuses more on the act of experiencing nature than it does on teaching; The show intends to entertain rather than to educate, but there are good message; Similar to its parent series, this show integrates Spanish words and phrases int; Kids see how friendship can grow from rocky first impressions as Twilight learns; The show reminds kids that kindness and generosity are keys to getting ahead in; Ruby and her friends have adventures together that stress the virtues of coopera"
age 5+,Educational Value,5,2,"Teaches about major American cities like New York City, Seattle, and Oakland, an; This is an educational series that includes biographies of successful women. The"
age 5+,Diverse Representations,3,16,"Diversity is mostly limited to visual representation of human guests. Each episo; Animated characters range in age, gender, ethnicity and economic status. Nena's; Large female cast with range of personalities and interests shows that there are; There is diversity in the voice actors and amongst the animated pony friends. Di; One of the main characters is Black (and voiced by a Black actor). There's racia; The voice cast is diverse, with a number of Black voice actors. Robin is portray; Some key characters are people of color, including Robin (a young Black boy), Ba; Franklin, a Black child, is one of the few who speaks up against Lucy's false; Many in the voice cast are of Chinese descent, including legendary voice actor J; While the characters are all ponies, the special addresses issues of prejudice a; Brooklyn is a young Black female lead character, and even takes on the iconic na; Most characters are animals, but in the city scenes, human characters are racial; Very positive gender representation with the Leyla character -- she is strong an; This special emphasizes themes of friendship and collaboration. Three of the mai; The Inspiration4 team and the featured children are male and female, and from di; The show introduces Christmas traditions around the world. Some cultures represe"
age 5+,Diverse Representations,5,2,"Lyla and her family live in a diverse, welcoming community. The show highlights; Molly of Denali is the first PBS kids' show to star an Indigenous main character"
age 5+,Diverse Representations,1,5,"Characters are a mix of animals and humans. They represent a variety of personal; Though Santa is voiced by George Lopez, Santa's still portrayed as a White guy.; A few more females have been introduced, and Smurfette has more of a prominent d; Lamput was created in India, and some human characters appear Indian.; Majority of characters, cast, and crew are White, with two notable exceptions: F"
age 5+,Diverse Representations,0,5,"No description found; No description found; No description found; No description found; There are only animated ducks, no people, in this show."
age 5+,Diverse Representations,4,13,"Polly and her family are White. One of her two best friends is a Black girl. The; The series is inspired by Korean culture, and there are many nods to it within t; Celebrity guests (e.g., Lin-Manuel Miranda, Daveed Diggs, Brandi Carlile, and Sh; Chinese words and phrases are used. Yi's Chinese family is reopening a dumpling; Rosie's family is multicultural and mixed. Her mom is White, from Wisconsin, and; This series addresses the complexities of being Latina and succeeding in male-do; Main and background characters are racially and physically diverse. The series i; The Cyberchase crew is made up of Jackie, Inez, and Matt -- young scientists who; Strong diverse representation, including people and animals of different racial,; Ellen's main crew is racially, gender, and physically diverse (one BFF is smalle; Created by Nairobi-based media company Kukua alongside executive producer Lupita; The Bravest Knight centers around Cedric, a White man who's married to Prince An; After Disney's first botched attempt at a Latina princess, Elena Castillo Flores"
age 5+,Diverse Representations,2,10,"There are a few back background characters of color, including Franklin who is t; The two main characters are Barbie, who's White, and her best friend, Brooklyn,; The Looney Builders are animals of different shapes, sizes, and colors. They all; The ""berry besties"" represent various ethnic backgrounds.; Emphasizes themes of friendship and collaboration. Three of the show's recurring; Carl, the main human character, is an elderly White man. Dug and Russell, other; While the series teaches about both Chinese and American culture, it's filtered; The show casts dragons with a diverse roster of voice actors, but it lacks on-sc; Some racial diversity. Out of the three central characters, Polly and Isla are W; Shelley, a White woman, is the only person shown on camera, and the stories rang"
age 8+,Violence & Scariness,3,124,"The show features fantasy violence including scenes where characters engage in k; A major plot point is a crime ring who kidnaps children and holds them for ranso; Cartoonish violence, including fight scenes with villains and arguments among th; Villain Ravenzella is trying to kill all unicorns, and she doesn't mind if peopl; Many fight scenes and confrontations, some involving physical altercations among; Lots of cartoonish and slapstick violence. Characters are crushed by anvils and; Giant evil robots, explosions, futuristic guns and weapons. Characters are in pe; Some verbal hostility, including mild threats and scariness where scenes seem om; Lots of action and adventure. Content varies from episode to episode as this is; Lots of action and some scares. Grandpa pranks Sam with what looks like a human; Moderately scary moments throughout where the main characters are in danger and; Repeated slapstick violence and cartoonish aggression main focus of every episod; There's rough play during the hockey games, including checking and pucks that ar; Mild peril occurs in some episodes, like when the boys get scared while in a sup; Lots of cartoon superhero violence: giant alien robots, lasers, explosions, chas; Each short episode is filled with danger, excitement and fight scenes between th; Mild fantasy violence and action. No real weapons like guns or swords, but some; The series begins with dark imagery and ominous music as armored lizards, called; Characters are constantly running from dinosaurs who are trying to eat them. Sce; Robots shoot guns and have other high-tech weapons. Lots of fast-paced battles w; Typical cartoon violence like characters being tossed around, flying through the; Lots of cartoonish violence. Kitty was born to battle, so many episodes revolve; Tom and Jerry-style cartoon violence. Rockets, cannons, gunpowder, and explosion; Verbal hostility, cartoon violence and injuries without weapons. Characters some; No violence but fairly scary adventure scenes. Characters are often in peril and; Violence is cartoonish but frequent and includes lots of punching and kicking, u; Slapstick fantasy violence throughout, including some that is intended to be hum; Lots of action sequences, including battles and rescue missions. Physical combat; Lots of cartoon violence and fighting with scary, loud villains. Things fall and; Violence is comic but involves weaponry and can be a bit startling: a character'; Lots of clips of comic book-style violence, monsters and other villains, guns, b; There's a scary, threatening Santa Claus in one of the bits. As you would expect; Characters engage in slapstick violence against each other (enough that characte; Moderate amounts of violence and scariness. Characters are frequently getting sl; Lots of of blasting, falling, crashing, and things set on fire with fire power a; Cartoon-style violence, as one character hits another with a stick and several c; Battle scenes get intense. Dino-men use blades, battle axes, daggers, and other; Fantasy violence includes toys physically attacking each other and firing weapon; Lots of flashy action and violence of the cartoon variety. Fighting features las; A fair amount of fantasy violence. Regular use of weapons (hockey stick, ax, baz; Characters use weapons like swords, axes, and martial arts-style tools in battle; Some scenes involve peril or show characters in worrisome situations. Characters; Cartoon-style violence involves punching, kicking, other contact. Buildings coll; Cartoonish violence includes scene in which movie action hero shoots giant lizar; Bakugan battles are packed with action, intense clashes between brawlers. Bakuga; Battle scenes feature explosions and machines that fire laser blasts at people.; Like in the Minecraft game, this series involves physical exchanges between the; Force, firepower, battles are very frequent. Mega Man's actions are always paint; Lots of fantasy violence (punches, explosions, laser rays); no one gets hurt exc; Intense clashes between warring sides, with hand-to-hand exchanges and some weap; Shooting and explosions in battle, plus some hand-to-hand fighting (fistfights,; Many exchanges between Kong and the bionic dinosaurs that terrorize the public.; Many exchanges are violent. There's punching, kicking, and dismemberment, plus w; Many tense moments that show characters in danger of drowning, being shot by arr; Scary moments as two boys walk through dark woods inhabited by strange creatures; Battles can be pretty tense, whether they're personal exchanges or they take; Humans use their LBX robots to settle scores for them, so violence is limited to; A lot of cartoon violence, including battles with laser guns, martial arts, and; Lots of destruction that brings down buildings and sends victims hurling through; Lots of blow-'em-up exchanges with gunfire, missiles, and other weapons of destr; The Turtles are trained in martial arts-style fighting and wield traditional wea; Lots of bloodless fantasy violence as the practitioners of Kaijudo use their ski; The main villains seem to be driven by rage, with frequent discussion of death a; Monsters face off in battle in place of their humans, so much of the violence is; The violence depicted (and there's lots of it) is purely fantasy and sci-fi; Though there's no blood, there's a great deal of physical violence of th; Violent clashes between the Autobots and the Decepticions are central to the sho; Military-style weapons like guns and grenades are common, and battles can be int; Violence is rampant throughout each episode, with characters (both villains and; Lots of unrealistic cartoon violence. Laser gun duels, death-defying drops, and; Lots of animated superhero conflict, including blasters, explosions, heavy weapo; Multiple violent exchanges in each episode, including guns and heavy artillery (; Lots of animated action, including lasers, explosions, and super-powered brawlin; Plenty of cartoon action, including martial arts combat and magical duels betwee; Lots of cartoon violence -- mainly fistfights, but also use of various weapons,; Vendetta makes fiends to destroy Charlotte. They eat other fiends and threaten t; This action-packed show is full of cartoon violence, including explosions, missi; There's a fair amount of shooting and things exploding, just like in the mov; Martial arts are central to the plot, so there's a lot of hand-to-hand fight; The Autobots regularly square off against their enemies, the Decepticons, result; Wars, as well as explosions from mystical stones; teen and adult characters are; It's an action-adventure 'toon, so mild peril is common and includes falls from; While no physical harm comes to any character, ninja battles include kicking and; Mild fantasy/martial arts violence -- battles usually involve kung fu-style kick; Mostly fantasy in nature, as the enemies are usually robots of some kind, but th; Lots of animated action featuring blasters, super-powered fistfights, energy bea; Frequent face-offs between the spies and their enemies involve explosions, fisti; Robotboy reacts to anger by fighting, and his limbs become guns to battle inanim; Action hero gun battles are common, but the only ones who appear to get hurt are; Autobots engage in plenty of shooting wars, but as they're all mechanical, there; Though the Avatar always looks for peaceful, nonviolent resolutions first, fight; Fight scenes abound. Some torture, threats.; The mild cartoon violence in this program mostly involves mythical creatures thr; Intense stuff for younger viewers: giant crocodiles, evil bats (scary enough to; Kids battle high-tech monsters in frequent cartoon fight scenes.; Danny fights ghosts without hesitation; prolonged battle scenes with scary and s; Monsters duel using their bodies and weapons. Characters may fall down in the pr; Fantasy cartoon violence; scary creatures and supernatural entities attack human; Cartoon violence: Animals attack each other, and some are killed.; Cartoon violence -- crashes and fights.; Lots of fighting. The central protagonist and many of the villains are female, s; This show is devoted to the good vs. evil principle. Three-quarters of the show; Frequent action and battles (often involving martial arts), but no blood, and no; Characters may strike or mock-strangle each other when angry.; White blood cell heroes chase and shoot at (with medicine) germ villains within; The show adheres to historical fact, so some segments center on key battles in t; Enterrans (the beings that populate this world) fight in the anime ""card game"" s; Frequent action-hero violence, including hitting and kicking. Kim carries a devi; The battle between the brothers is strong and never-ending, but no weapons are i; Sci-fi laser gun action and plenty of smashing.; Battles with supernatural creatures.; The show is based on a Marvel comic, and it's violent. That said, sci-fi laser g; Intense clashes between the Maximals and the Vehicons, marked by explosions, gun; Matthias is in constant danger, enlivened with comic moments. Many rat battles a; Loads of cartoon violence. Though there is no blood or gore, Woody and other cha; Some non-scary battles with bad guys.; The two sides wage battle in every episode, using laser blasts that cause explos; Lots of cartoon violence and weaponry, all with a fantasy element -- the guns ar; Battles happen in every show, but they're mostly hand-to-hand, rather than with; Frequent cartoon violence includes punches, kicks, laser blasts, hurling firebal; The biker mice are battling the evil Catatonians. All are strong and fight with; Frequent cartoon violence as Batman takes on the bad guys -- guns, knives, fist; Lots and lots of animated robotic battles. Expect explosions, heavy weapons, and; Almost nonstop combat, featuring gun fights, fistfights, jet fighters, tanks, ba"
